issue-number,id,actor,event,commit_id,commit_url,created_at,total,additions,deletions,IssueNumber,,
10418,1413259998,"{'login': 'jnothman', 'id': 78827, 'node_id': 'MDQ6VXNlcjc4ODI3', 'avatar_url': 'https://avatars2.githubusercontent.com/u/78827?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jnothman', 'html_url': 'https://github.com/jnothman', 'followers_url': 'https://api.github.com/users/jnothman/followers', 'following_url': 'https://api.github.com/users/jnothman/following{/other_user}', 'gists_url': 'https://api.github.com/users/jnothman/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jnothman/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jnothman/subscriptions', 'organizations_url': 'https://api.github.com/users/jnothman/orgs', 'repos_url': 'https://api.github.com/users/jnothman/repos', 'events_url': 'https://api.github.com/users/jnothman/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jnothman/received_events', 'type': 'User', 'site_admin': False}",referenced,1966f0ba7f9773da1fd8face7205e3976053db02,https://api.github.com/repos/scikit-learn/scikit-learn/commits/1966f0ba7f9773da1fd8face7205e3976053db02,2018-01-08T09:18:47Z,10,1,9,10181,,10181
10346,1465369145,"{'login': 'glemaitre', 'id': 7454015, 'node_id': 'MDQ6VXNlcjc0NTQwMTU=', 'avatar_url': 'https://avatars2.githubusercontent.com/u/7454015?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/glemaitre', 'html_url': 'https://github.com/glemaitre', 'followers_url': 'https://api.github.com/users/glemaitre/followers', 'following_url': 'https://api.github.com/users/glemaitre/following{/other_user}', 'gists_url': 'https://api.github.com/users/glemaitre/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/glemaitre/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/glemaitre/subscriptions', 'organizations_url': 'https://api.github.com/users/glemaitre/orgs', 'repos_url': 'https://api.github.com/users/glemaitre/repos', 'events_url': 'https://api.github.com/users/glemaitre/events{/privacy}', 'received_events_url': 'https://api.github.com/users/glemaitre/received_events', 'type': 'User', 'site_admin': False}",referenced,011c0b3de5b8f9ea8e466cf16010fa8120803130,https://api.github.com/repos/scikit-learn/scikit-learn/commits/011c0b3de5b8f9ea8e466cf16010fa8120803130,2018-02-08T20:04:18Z,58,54,4,10092,,10092
10336,1712927407,"{'login': 'jnothman', 'id': 78827, 'node_id': 'MDQ6VXNlcjc4ODI3', 'avatar_url': 'https://avatars2.githubusercontent.com/u/78827?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jnothman', 'html_url': 'https://github.com/jnothman', 'followers_url': 'https://api.github.com/users/jnothman/followers', 'following_url': 'https://api.github.com/users/jnothman/following{/other_user}', 'gists_url': 'https://api.github.com/users/jnothman/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jnothman/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jnothman/subscriptions', 'organizations_url': 'https://api.github.com/users/jnothman/orgs', 'repos_url': 'https://api.github.com/users/jnothman/repos', 'events_url': 'https://api.github.com/users/jnothman/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jnothman/received_events', 'type': 'User', 'site_admin': False}",referenced,c303ed8ef27c278633d1fa4d869b51dfa2418ca6,https://api.github.com/repos/scikit-learn/scikit-learn/commits/c303ed8ef27c278633d1fa4d869b51dfa2418ca6,2018-07-03T02:45:34Z,108,105,3,10031,,10031
10235,1587381345,"{'login': 'agramfort', 'id': 161052, 'node_id': 'MDQ6VXNlcjE2MTA1Mg==', 'avatar_url': 'https://avatars2.githubusercontent.com/u/161052?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/agramfort', 'html_url': 'https://github.com/agramfort', 'followers_url': 'https://api.github.com/users/agramfort/followers', 'following_url': 'https://api.github.com/users/agramfort/following{/other_user}', 'gists_url': 'https://api.github.com/users/agramfort/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/agramfort/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/agramfort/subscriptions', 'organizations_url': 'https://api.github.com/users/agramfort/orgs', 'repos_url': 'https://api.github.com/users/agramfort/repos', 'events_url': 'https://api.github.com/users/agramfort/events{/privacy}', 'received_events_url': 'https://api.github.com/users/agramfort/received_events', 'type': 'User', 'site_admin': False}",referenced,8d08f90a04d3a8b4a5edfbfc64f13a13899f4db4,https://api.github.com/repos/scikit-learn/scikit-learn/commits/8d08f90a04d3a8b4a5edfbfc64f13a13899f4db4,2018-04-21T09:05:59Z,7,4,3,10012,,10012
10229,1486896868,"{'login': 'jnothman', 'id': 78827, 'node_id': 'MDQ6VXNlcjc4ODI3', 'avatar_url': 'https://avatars2.githubusercontent.com/u/78827?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jnothman', 'html_url': 'https://github.com/jnothman', 'followers_url': 'https://api.github.com/users/jnothman/followers', 'following_url': 'https://api.github.com/users/jnothman/following{/other_user}', 'gists_url': 'https://api.github.com/users/jnothman/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jnothman/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jnothman/subscriptions', 'organizations_url': 'https://api.github.com/users/jnothman/orgs', 'repos_url': 'https://api.github.com/users/jnothman/repos', 'events_url': 'https://api.github.com/users/jnothman/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jnothman/received_events', 'type': 'User', 'site_admin': False}",referenced,7108d17be443cf20588d59ebbd8f8e9da91bd2d0,https://api.github.com/repos/scikit-learn/scikit-learn/commits/7108d17be443cf20588d59ebbd8f8e9da91bd2d0,2018-02-22T13:10:39Z,51,51,0,10011,,10011
10199,1372613050,"{'login': 'jnothman', 'id': 78827, 'node_id': 'MDQ6VXNlcjc4ODI3', 'avatar_url': 'https://avatars2.githubusercontent.com/u/78827?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jnothman', 'html_url': 'https://github.com/jnothman', 'followers_url': 'https://api.github.com/users/jnothman/followers', 'following_url': 'https://api.github.com/users/jnothman/following{/other_user}', 'gists_url': 'https://api.github.com/users/jnothman/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jnothman/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jnothman/subscriptions', 'organizations_url': 'https://api.github.com/users/jnothman/orgs', 'repos_url': 'https://api.github.com/users/jnothman/repos', 'events_url': 'https://api.github.com/users/jnothman/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jnothman/received_events', 'type': 'User', 'site_admin': False}",referenced,dd95c13f51cf15de18d714f54a8bb798a2d5cb41,https://api.github.com/repos/scikit-learn/scikit-learn/commits/dd95c13f51cf15de18d714f54a8bb798a2d5cb41,2017-12-05T13:22:34Z,72,11,61,9995,,9995
10181,1736141181,"{'login': 'amueller', 'id': 449558, 'node_id': 'MDQ6VXNlcjQ0OTU1OA==', 'avatar_url': 'https://avatars3.githubusercontent.com/u/449558?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/amueller', 'html_url': 'https://github.com/amueller', 'followers_url': 'https://api.github.com/users/amueller/followers', 'following_url': 'https://api.github.com/users/amueller/following{/other_user}', 'gists_url': 'https://api.github.com/users/amueller/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/amueller/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/amueller/subscriptions', 'organizations_url': 'https://api.github.com/users/amueller/orgs', 'repos_url': 'https://api.github.com/users/amueller/repos', 'events_url': 'https://api.github.com/users/amueller/events{/privacy}', 'received_events_url': 'https://api.github.com/users/amueller/received_events', 'type': 'User', 'site_admin': False}",referenced,61fa3155da5706a35a8fb28c76ccbc8aee41cb5b,https://api.github.com/repos/scikit-learn/scikit-learn/commits/61fa3155da5706a35a8fb28c76ccbc8aee41cb5b,2018-07-16T20:04:52Z,81,81,0,9963,,9963
10092,1336685460,"{'login': 'agramfort', 'id': 161052, 'node_id': 'MDQ6VXNlcjE2MTA1Mg==', 'avatar_url': 'https://avatars2.githubusercontent.com/u/161052?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/agramfort', 'html_url': 'https://github.com/agramfort', 'followers_url': 'https://api.github.com/users/agramfort/followers', 'following_url': 'https://api.github.com/users/agramfort/following{/other_user}', 'gists_url': 'https://api.github.com/users/agramfort/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/agramfort/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/agramfort/subscriptions', 'organizations_url': 'https://api.github.com/users/agramfort/orgs', 'repos_url': 'https://api.github.com/users/agramfort/repos', 'events_url': 'https://api.github.com/users/agramfort/events{/privacy}', 'received_events_url': 'https://api.github.com/users/agramfort/received_events', 'type': 'User', 'site_admin': False}",referenced,c6005e1ebdf5605a21cb4d0c4a268bb8f0c8396b,https://api.github.com/repos/scikit-learn/scikit-learn/commits/c6005e1ebdf5605a21cb4d0c4a268bb8f0c8396b,2017-11-10T19:42:44Z,45,43,2,9896,,9896
10031,1314800969,"{'login': 'amueller', 'id': 449558, 'node_id': 'MDQ6VXNlcjQ0OTU1OA==', 'avatar_url': 'https://avatars3.githubusercontent.com/u/449558?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/amueller', 'html_url': 'https://github.com/amueller', 'followers_url': 'https://api.github.com/users/amueller/followers', 'following_url': 'https://api.github.com/users/amueller/following{/other_user}', 'gists_url': 'https://api.github.com/users/amueller/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/amueller/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/amueller/subscriptions', 'organizations_url': 'https://api.github.com/users/amueller/orgs', 'repos_url': 'https://api.github.com/users/amueller/repos', 'events_url': 'https://api.github.com/users/amueller/events{/privacy}', 'received_events_url': 'https://api.github.com/users/amueller/received_events', 'type': 'User', 'site_admin': False}",referenced,5cf3fb70a1a476be79d262ce8bff4cee73b72401,https://api.github.com/repos/scikit-learn/scikit-learn/commits/5cf3fb70a1a476be79d262ce8bff4cee73b72401,2017-10-27T22:08:36Z,4,2,2,9829,,9829
10012,1322476833,"{'login': 'qinhanmin2014', 'id': 12003569, 'node_id': 'MDQ6VXNlcjEyMDAzNTY5', 'avatar_url': 'https://avatars2.githubusercontent.com/u/12003569?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/qinhanmin2014', 'html_url': 'https://github.com/qinhanmin2014', 'followers_url': 'https://api.github.com/users/qinhanmin2014/followers', 'following_url': 'https://api.github.com/users/qinhanmin2014/following{/other_user}', 'gists_url': 'https://api.github.com/users/qinhanmin2014/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/qinhanmin2014/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/qinhanmin2014/subscriptions', 'organizations_url': 'https://api.github.com/users/qinhanmin2014/orgs', 'repos_url': 'https://api.github.com/users/qinhanmin2014/repos', 'events_url': 'https://api.github.com/users/qinhanmin2014/events{/privacy}', 'received_events_url': 'https://api.github.com/users/qinhanmin2014/received_events', 'type': 'User', 'site_admin': False}",referenced,71402efc2ff2205ed15811c5b29787a413a4b588,https://api.github.com/repos/scikit-learn/scikit-learn/commits/71402efc2ff2205ed15811c5b29787a413a4b588,2017-11-02T08:08:01Z,4,2,2,9743,,9743
10011,1363297331,"{'login': 'jnothman', 'id': 78827, 'node_id': 'MDQ6VXNlcjc4ODI3', 'avatar_url': 'https://avatars2.githubusercontent.com/u/78827?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jnothman', 'html_url': 'https://github.com/jnothman', 'followers_url': 'https://api.github.com/users/jnothman/followers', 'following_url': 'https://api.github.com/users/jnothman/following{/other_user}', 'gists_url': 'https://api.github.com/users/jnothman/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jnothman/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jnothman/subscriptions', 'organizations_url': 'https://api.github.com/users/jnothman/orgs', 'repos_url': 'https://api.github.com/users/jnothman/repos', 'events_url': 'https://api.github.com/users/jnothman/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jnothman/received_events', 'type': 'User', 'site_admin': False}",referenced,57bcd075c39d8bd45c4b9b2c1378d2010f467cd1,https://api.github.com/repos/scikit-learn/scikit-learn/commits/57bcd075c39d8bd45c4b9b2c1378d2010f467cd1,2017-11-29T11:12:27Z,24,24,0,9711,,9711
9995,1313724110,"{'login': 'TomDLT', 'id': 11065596, 'node_id': 'MDQ6VXNlcjExMDY1NTk2', 'avatar_url': 'https://avatars2.githubusercontent.com/u/11065596?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/TomDLT', 'html_url': 'https://github.com/TomDLT', 'followers_url': 'https://api.github.com/users/TomDLT/followers', 'following_url': 'https://api.github.com/users/TomDLT/following{/other_user}', 'gists_url': 'https://api.github.com/users/TomDLT/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/TomDLT/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/TomDLT/subscriptions', 'organizations_url': 'https://api.github.com/users/TomDLT/orgs', 'repos_url': 'https://api.github.com/users/TomDLT/repos', 'events_url': 'https://api.github.com/users/TomDLT/events{/privacy}', 'received_events_url': 'https://api.github.com/users/TomDLT/received_events', 'type': 'User', 'site_admin': False}",referenced,3d1b786546a033acbafe2ed32d7a008b8e659e5f,https://api.github.com/repos/scikit-learn/scikit-learn/commits/3d1b786546a033acbafe2ed32d7a008b8e659e5f,2017-10-27T11:12:25Z,48,37,11,9654,,9654
9963,1309403644,"{'login': 'jnothman', 'id': 78827, 'node_id': 'MDQ6VXNlcjc4ODI3', 'avatar_url': 'https://avatars2.githubusercontent.com/u/78827?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jnothman', 'html_url': 'https://github.com/jnothman', 'followers_url': 'https://api.github.com/users/jnothman/followers', 'following_url': 'https://api.github.com/users/jnothman/following{/other_user}', 'gists_url': 'https://api.github.com/users/jnothman/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jnothman/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jnothman/subscriptions', 'organizations_url': 'https://api.github.com/users/jnothman/orgs', 'repos_url': 'https://api.github.com/users/jnothman/repos', 'events_url': 'https://api.github.com/users/jnothman/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jnothman/received_events', 'type': 'User', 'site_admin': False}",referenced,f84581bffd3ac48540de3af5850470b5869267de,https://api.github.com/repos/scikit-learn/scikit-learn/commits/f84581bffd3ac48540de3af5850470b5869267de,2017-10-25T08:56:07Z,9,8,1,9639,,9639
9896,1285098650,"{'login': 'jnothman', 'id': 78827, 'node_id': 'MDQ6VXNlcjc4ODI3', 'avatar_url': 'https://avatars2.githubusercontent.com/u/78827?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jnothman', 'html_url': 'https://github.com/jnothman', 'followers_url': 'https://api.github.com/users/jnothman/followers', 'following_url': 'https://api.github.com/users/jnothman/following{/other_user}', 'gists_url': 'https://api.github.com/users/jnothman/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jnothman/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jnothman/subscriptions', 'organizations_url': 'https://api.github.com/users/jnothman/orgs', 'repos_url': 'https://api.github.com/users/jnothman/repos', 'events_url': 'https://api.github.com/users/jnothman/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jnothman/received_events', 'type': 'User', 'site_admin': False}",closed,cf174afdd3c0d50163afba190e2fbd0774043b27,https://api.github.com/repos/scikit-learn/scikit-learn/commits/cf174afdd3c0d50163afba190e2fbd0774043b27,2017-10-09T23:58:02Z,2,1,1,9633,,9633
9829,1736391580,"{'login': 'amueller', 'id': 449558, 'node_id': 'MDQ6VXNlcjQ0OTU1OA==', 'avatar_url': 'https://avatars3.githubusercontent.com/u/449558?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/amueller', 'html_url': 'https://github.com/amueller', 'followers_url': 'https://api.github.com/users/amueller/followers', 'following_url': 'https://api.github.com/users/amueller/following{/other_user}', 'gists_url': 'https://api.github.com/users/amueller/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/amueller/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/amueller/subscriptions', 'organizations_url': 'https://api.github.com/users/amueller/orgs', 'repos_url': 'https://api.github.com/users/amueller/repos', 'events_url': 'https://api.github.com/users/amueller/events{/privacy}', 'received_events_url': 'https://api.github.com/users/amueller/received_events', 'type': 'User', 'site_admin': False}",referenced,dd69361a0d9c6ccde0d2353b00b86e0e7541a3e3,https://api.github.com/repos/scikit-learn/scikit-learn/commits/dd69361a0d9c6ccde0d2353b00b86e0e7541a3e3,2018-07-16T22:23:11Z,68,53,15,9612,,9612
9743,1250275361,"{'login': 'jnothman', 'id': 78827, 'node_id': 'MDQ6VXNlcjc4ODI3', 'avatar_url': 'https://avatars2.githubusercontent.com/u/78827?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jnothman', 'html_url': 'https://github.com/jnothman', 'followers_url': 'https://api.github.com/users/jnothman/followers', 'following_url': 'https://api.github.com/users/jnothman/following{/other_user}', 'gists_url': 'https://api.github.com/users/jnothman/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jnothman/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jnothman/subscriptions', 'organizations_url': 'https://api.github.com/users/jnothman/orgs', 'repos_url': 'https://api.github.com/users/jnothman/repos', 'events_url': 'https://api.github.com/users/jnothman/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jnothman/received_events', 'type': 'User', 'site_admin': False}",referenced,a324a61eeace54947b9253de43e6f9f039e26185,https://api.github.com/repos/scikit-learn/scikit-learn/commits/a324a61eeace54947b9253de43e6f9f039e26185,2017-09-15T01:19:17Z,13,10,3,9589,,9589
9711,1284166080,"{'login': 'jnothman', 'id': 78827, 'node_id': 'MDQ6VXNlcjc4ODI3', 'avatar_url': 'https://avatars2.githubusercontent.com/u/78827?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jnothman', 'html_url': 'https://github.com/jnothman', 'followers_url': 'https://api.github.com/users/jnothman/followers', 'following_url': 'https://api.github.com/users/jnothman/following{/other_user}', 'gists_url': 'https://api.github.com/users/jnothman/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jnothman/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jnothman/subscriptions', 'organizations_url': 'https://api.github.com/users/jnothman/orgs', 'repos_url': 'https://api.github.com/users/jnothman/repos', 'events_url': 'https://api.github.com/users/jnothman/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jnothman/received_events', 'type': 'User', 'site_admin': False}",closed,ceaa09ba291702dd304aab4538974701f86355ba,https://api.github.com/repos/scikit-learn/scikit-learn/commits/ceaa09ba291702dd304aab4538974701f86355ba,2017-10-09T13:56:43Z,6,3,3,9552,,9552
9654,1351532032,"{'login': 'jnothman', 'id': 78827, 'node_id': 'MDQ6VXNlcjc4ODI3', 'avatar_url': 'https://avatars2.githubusercontent.com/u/78827?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jnothman', 'html_url': 'https://github.com/jnothman', 'followers_url': 'https://api.github.com/users/jnothman/followers', 'following_url': 'https://api.github.com/users/jnothman/following{/other_user}', 'gists_url': 'https://api.github.com/users/jnothman/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jnothman/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jnothman/subscriptions', 'organizations_url': 'https://api.github.com/users/jnothman/orgs', 'repos_url': 'https://api.github.com/users/jnothman/repos', 'events_url': 'https://api.github.com/users/jnothman/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jnothman/received_events', 'type': 'User', 'site_admin': False}",referenced,8e1efb0d9cc0e603292713b44dc78a7e8c77cd55,https://api.github.com/repos/scikit-learn/scikit-learn/commits/8e1efb0d9cc0e603292713b44dc78a7e8c77cd55,2017-11-21T09:09:37Z,56,47,9,9489,,9489
9639,1226746994,"{'login': 'NelleV', 'id': 184798, 'node_id': 'MDQ6VXNlcjE4NDc5OA==', 'avatar_url': 'https://avatars0.githubusercontent.com/u/184798?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/NelleV', 'html_url': 'https://github.com/NelleV', 'followers_url': 'https://api.github.com/users/NelleV/followers', 'following_url': 'https://api.github.com/users/NelleV/following{/other_user}', 'gists_url': 'https://api.github.com/users/NelleV/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/NelleV/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/NelleV/subscriptions', 'organizations_url': 'https://api.github.com/users/NelleV/orgs', 'repos_url': 'https://api.github.com/users/NelleV/repos', 'events_url': 'https://api.github.com/users/NelleV/events{/privacy}', 'received_events_url': 'https://api.github.com/users/NelleV/received_events', 'type': 'User', 'site_admin': False}",referenced,8f89478d58612055e29a1299664b9abcf4c4e7c6,https://api.github.com/repos/scikit-learn/scikit-learn/commits/8f89478d58612055e29a1299664b9abcf4c4e7c6,2017-08-30T01:15:31Z,14,8,6,9481,,9481
9633,1314152514,"{'login': 'amueller', 'id': 449558, 'node_id': 'MDQ6VXNlcjQ0OTU1OA==', 'avatar_url': 'https://avatars3.githubusercontent.com/u/449558?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/amueller', 'html_url': 'https://github.com/amueller', 'followers_url': 'https://api.github.com/users/amueller/followers', 'following_url': 'https://api.github.com/users/amueller/following{/other_user}', 'gists_url': 'https://api.github.com/users/amueller/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/amueller/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/amueller/subscriptions', 'organizations_url': 'https://api.github.com/users/amueller/orgs', 'repos_url': 'https://api.github.com/users/amueller/repos', 'events_url': 'https://api.github.com/users/amueller/events{/privacy}', 'received_events_url': 'https://api.github.com/users/amueller/received_events', 'type': 'User', 'site_admin': False}",referenced,aba87b7eb2ea2a4fa0ed9cfddae03e3b0c8d0162,https://api.github.com/repos/scikit-learn/scikit-learn/commits/aba87b7eb2ea2a4fa0ed9cfddae03e3b0c8d0162,2017-10-27T15:24:20Z,4,4,0,9350,,9350
9612,1234589812,"{'login': 'jnothman', 'id': 78827, 'node_id': 'MDQ6VXNlcjc4ODI3', 'avatar_url': 'https://avatars2.githubusercontent.com/u/78827?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jnothman', 'html_url': 'https://github.com/jnothman', 'followers_url': 'https://api.github.com/users/jnothman/followers', 'following_url': 'https://api.github.com/users/jnothman/following{/other_user}', 'gists_url': 'https://api.github.com/users/jnothman/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jnothman/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jnothman/subscriptions', 'organizations_url': 'https://api.github.com/users/jnothman/orgs', 'repos_url': 'https://api.github.com/users/jnothman/repos', 'events_url': 'https://api.github.com/users/jnothman/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jnothman/received_events', 'type': 'User', 'site_admin': False}",referenced,fb642163a0ff821c9e3864c3a486b6521db5e790,https://api.github.com/repos/scikit-learn/scikit-learn/commits/fb642163a0ff821c9e3864c3a486b6521db5e790,2017-09-05T10:17:48Z,164,157,7,9294,,9294
9589,1301940371,"{'login': 'amueller', 'id': 449558, 'node_id': 'MDQ6VXNlcjQ0OTU1OA==', 'avatar_url': 'https://avatars3.githubusercontent.com/u/449558?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/amueller', 'html_url': 'https://github.com/amueller', 'followers_url': 'https://api.github.com/users/amueller/followers', 'following_url': 'https://api.github.com/users/amueller/following{/other_user}', 'gists_url': 'https://api.github.com/users/amueller/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/amueller/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/amueller/subscriptions', 'organizations_url': 'https://api.github.com/users/amueller/orgs', 'repos_url': 'https://api.github.com/users/amueller/repos', 'events_url': 'https://api.github.com/users/amueller/events{/privacy}', 'received_events_url': 'https://api.github.com/users/amueller/received_events', 'type': 'User', 'site_admin': False}",referenced,ebc873034486eec763fc3a4435fc0066dff52155,https://api.github.com/repos/scikit-learn/scikit-learn/commits/ebc873034486eec763fc3a4435fc0066dff52155,2017-10-19T21:07:44Z,162,147,15,9199,,9199
9552,1312720813,"{'login': 'jnothman', 'id': 78827, 'node_id': 'MDQ6VXNlcjc4ODI3', 'avatar_url': 'https://avatars2.githubusercontent.com/u/78827?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jnothman', 'html_url': 'https://github.com/jnothman', 'followers_url': 'https://api.github.com/users/jnothman/followers', 'following_url': 'https://api.github.com/users/jnothman/following{/other_user}', 'gists_url': 'https://api.github.com/users/jnothman/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jnothman/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jnothman/subscriptions', 'organizations_url': 'https://api.github.com/users/jnothman/orgs', 'repos_url': 'https://api.github.com/users/jnothman/repos', 'events_url': 'https://api.github.com/users/jnothman/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jnothman/received_events', 'type': 'User', 'site_admin': False}",referenced,202b5321f1798c4980abf69ac8c0a0969f01a2ec,https://api.github.com/repos/scikit-learn/scikit-learn/commits/202b5321f1798c4980abf69ac8c0a0969f01a2ec,2017-10-26T19:59:04Z,34,26,8,8972,,8972
9489,1205418066,"{'login': 'NelleV', 'id': 184798, 'node_id': 'MDQ6VXNlcjE4NDc5OA==', 'avatar_url': 'https://avatars0.githubusercontent.com/u/184798?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/NelleV', 'html_url': 'https://github.com/NelleV', 'followers_url': 'https://api.github.com/users/NelleV/followers', 'following_url': 'https://api.github.com/users/NelleV/following{/other_user}', 'gists_url': 'https://api.github.com/users/NelleV/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/NelleV/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/NelleV/subscriptions', 'organizations_url': 'https://api.github.com/users/NelleV/orgs', 'repos_url': 'https://api.github.com/users/NelleV/repos', 'events_url': 'https://api.github.com/users/NelleV/events{/privacy}', 'received_events_url': 'https://api.github.com/users/NelleV/received_events', 'type': 'User', 'site_admin': False}",referenced,86d8f18b208814242d4173781c1f6efddde736fb,https://api.github.com/repos/scikit-learn/scikit-learn/commits/86d8f18b208814242d4173781c1f6efddde736fb,2017-08-14T19:52:55Z,49,48,1,8964,,8964
9481,1382568349,"{'login': 'jnothman', 'id': 78827, 'node_id': 'MDQ6VXNlcjc4ODI3', 'avatar_url': 'https://avatars2.githubusercontent.com/u/78827?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jnothman', 'html_url': 'https://github.com/jnothman', 'followers_url': 'https://api.github.com/users/jnothman/followers', 'following_url': 'https://api.github.com/users/jnothman/following{/other_user}', 'gists_url': 'https://api.github.com/users/jnothman/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jnothman/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jnothman/subscriptions', 'organizations_url': 'https://api.github.com/users/jnothman/orgs', 'repos_url': 'https://api.github.com/users/jnothman/repos', 'events_url': 'https://api.github.com/users/jnothman/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jnothman/received_events', 'type': 'User', 'site_admin': False}",closed,b6da3630cff46cdbf4ac975c295d1d96c8cd86ac,https://api.github.com/repos/scikit-learn/scikit-learn/commits/b6da3630cff46cdbf4ac975c295d1d96c8cd86ac,2017-12-12T00:03:25Z,26,18,8,8933,,8933
